TIPO,FABRICANTE,MODELO,VARIANTE,MOTOR,ORI,MOD,GAIN,HP,RPM,T_ORI,T_MOD,OBD,STG,ACC,RON,VMX,CAT,EGR,DPF,IMM,SWR,MS,ADB,SS,P&B,CAT2,STG1,STG2,ONLY_J2,COMBO_J2,ONLY_J4,COMBO-J4,D_STG1,D_STG2,D_ONLY_J2,D_COMBO_J2,D_ONLY_J4,D_COMBO_J4,KESS,KTAG,KESS3,DFOX,FLEX,BITBOX,FOTO1,FOTO2,FOTO3,FOTO4,NOTAS_ESPECIALES,ID
AUTO / UTIL,RENAULT,MASTER II,2.5DCI (120 HP),2.5DCI,120,150,30,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,C1,149400,149400,78300,19575,117800,58900,44820,44820,23490,5873,35340,17670,127,29,,,,,,,,,,433
AUTO / UTIL,RENAULT,MASTER III,23DCI (130 HP),23DCI,130,155,25,,,310,370,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,C2,163800,163800,91500,22875,139500,69750,49140,49140,27450,6863,41850,20925,,,,,,,,,,,,434
AUTO / UTIL,RENAULT,ALASKAN,2.3D (190 HP),2.3D,190,225,35,38,3500,450,546,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,c3,186900,186900,117800,29450,163800,81900,56070,56070,35340,8835,49140,24570,81,1003,,,,,alaskan190-1,alaskan190-2,,,,435
AUTO / UTIL,RENAULT,ALASKAN,2.3D (160 HP),2.3D,160,190,30,33,350,403,460,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,C2,163800,163800,91500,22875,139500,69750,49140,49140,27450,6863,41850,20925,81,1003,,,,,alaskan160-1,alaskan160-2,alaskan160-3,,,436
AUTO / UTIL,SEAT,CORDOBA,1.9TDI (90 HP),1.9TDI,90,120,30,33,3200,210,280,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TD1,125000,125000,84200,21050,131600,65800,37500,37500,25260,6315,39480,19740,11,x,,,,,,,,,,437
AUTO / UTIL,SEAT,IBIZA,1.9TDI (90 HP),1.9TDI,90,120,30,33,3200,210,280,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TD1,125000,125000,84200,21050,131600,65800,37500,37500,25260,6315,39480,19740,11,x,,,,,,,,,,438
AUTO / UTIL,SEAT,IBIZA,1.9TDI (105 HP),1.9TDI,105,145,40,43,3200,240,340,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TD1,125000,125000,84200,21050,131600,65800,37500,37500,25260,6315,39480,19740,10,x,,,,,,,,,,439
AUTO / UTIL,SEAT,IBIZA,1.8T (180 HP),1.8T,180,215,35,56,4600,235,335,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TN1,197400,236900,78300,39150,,,59220,71070,23490,11745,0,0,39,53,,,,,,,,,,440
AUTO / UTIL,SEAT,IBIZA,1.8T (150 HP),1.8T,150,188,40,57,3900,210,305,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TN1,197400,236900,78300,39150,,,59220,71070,23490,11745,0,0,x,x,,,,,,,,,,441
AUTO / UTIL,SEAT,LEON,1.6 (101 HP),1.6,101,111,10,10,5200,151,161,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,A1,107300,128300,58600,14650,,,32190,38490,17580,4395,0,0,x,186,,,,,,,,,,442
AUTO / UTIL,SEAT,LEON,1.9TDI (90 HP),1.9TDI,90,120,30,33,3200,210,280,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TD1,125000,125000,84200,21050,131600,65800,37500,37500,25260,6315,39480,19740,11,x,,,,,,,,,,443
AUTO / UTIL,SEAT,LEON,1.9TDI (105 HP),1.9TDI,105,145,40,43,3200,240,340,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TD1,125000,125000,84200,21050,131600,65800,37500,37500,25260,6315,39480,19740,10,x,,,,,,,,,,444
AUTO / UTIL,SEAT,LEON,1.8T (180 HP),1.8T,180,215,35,56,4600,235,335,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TN1,197400,236900,78300,39150,,,59220,71070,23490,11745,0,0,39,53,,,,,,,,,,445
AUTO / UTIL,SEAT,LEON,1.8T (150 HP),1.8T,150,188,40,57,3900,210,305,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TN1,197400,236900,78300,39150,,,59220,71070,23490,11745,0,0,x,x,,,,,,,,,,446
AUTO / UTIL,SEAT,LEON,2.0TFSI (200 HP),2.0TFSI,200,250,50,53,4300,280,377,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TN2,223700,263200,91500,45750,,,67110,78960,27450,13725,0,0,93,64,,,,,,,,,,447
AUTO / UTIL,SEAT,LEON,2.0TSI (211 HP),2.0TSI,211,265,54,93,4700,290,440,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TN2,223700,263200,91500,45750,,,67110,78960,27450,13725,0,0,203,128,,,,,,,,,,448
AUTO / UTIL,SEAT,TOLEDO,1.9TDI (90 HP),1.9TDI,90,120,30,33,3200,210,280,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TD1,125000,125000,84200,21050,131600,65800,37500,37500,25260,6315,39480,19740,11,x,,,,,,,,,,449
AUTO / UTIL,SEAT,TOLEDO,1.9TDI (105 HP),1.9TDI,105,145,40,43,3200,240,340,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TD1,125000,125000,84200,21050,131600,65800,37500,37500,25260,6315,39480,19740,10,x,,,,,,,,,,450
AUTO / UTIL,SEAT,TOLEDO,1.8T (180 HP),1.8T,180,215,35,56,4600,235,335,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TN1,197400,236900,78300,39150,,,59220,71070,23490,11745,0,0,39,53,,,,,,,,,,451
AUTO / UTIL,SEAT,TOLEDO,1.8T (150 HP),1.8T,150,188,40,57,3900,210,305,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TN1,197400,236900,78300,39150,,,59220,71070,23490,11745,0,0,x,x,,,,,,,,,,452
AUTO / UTIL,SUZUKI,FUN,1.0l (60 HP),1.0l,60,66,6,7,5200,81,88,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,A1,107300,128300,58600,14650,,,32190,38490,17580,4395,0,0,20,x,,,,,,,,,,453
AUTO / UTIL,SUZUKI,FUN,1.4l (94 HP),1.4l,94,102,8,10,6200,127,136,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,A1,107300,128300,58600,14650,,,32190,38490,17580,4395,0,0,26,x,,,,,,,,,,454
AUTO / UTIL,SUZUKI,VITARA,2.0HDI (110 HP),2.0HDI,110,135,25,33,3600,250,299,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TD1,125000,125000,84200,21050,131600,65800,37500,37500,25260,6315,39480,19740,58,60,,,,,,,,,,455
AUTO / UTIL,SUZUKI,SWIFT,1.5L VVT 16V (102 HP),1.5L VVT 16V,102,112,10,12,5100,113,126,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,A2,125000,144800,65100,16275,,,37500,43440,19530,4883,0,0,x,316,,,,,,,,,,456
AUTO / UTIL,TOYOTA,HILUX (2006-2015),25D (120 HP),25D,120,155,35,45,3900,324,393,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,C1,149400,149400,78300,19575,117800,58900,44820,44820,23490,5873,35340,17670,517,755,,,,,,,,,,457
AUTO / UTIL,TOYOTA,HILUX (2006-2015),25D (102 HP),25D,102,130,28,34,3800,252,310,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,C1,149400,149400,78300,19575,117800,58900,44820,44820,23490,5873,35340,17670,517,755,,,,,,,,,,458
AUTO / UTIL,TOYOTA,HILUX (2006-2015),30D (163 HP),30D,163,199,36,39,2700,343,430,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,C1,149400,149400,78300,19575,117800,58900,44820,44820,23490,5873,35340,17670,,,,,,,hilux30d1,hilux30d2,hilux30d3,hilux30d4,,459
AUTO / UTIL,TOYOTA,HILUX (2006-2015),30D (170 HP),30D,170,205,35,40,2700,343,440,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,C1,149400,149400,78300,19575,117800,58900,44820,44820,23490,5873,35340,17670,,,,,,,,,,,,460
AUTO / UTIL,TOYOTA,HILUX (2006-2015),27L (163 HP),27L,163,179,16,17,3900,245,265,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a2,125000,144800,65100,16275,,,37500,43440,19530,4883,0,0,,,,,,,,,,,,461
AUTO / UTIL,TOYOTA,SW4 (2006-2015),30D (163 HP),30D,163,199,36,39,2700,343,430,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,C1,149400,149400,78300,19575,117800,58900,44820,44820,23490,5873,35340,17670,,,,,,,,,,,,462
AUTO / UTIL,TOYOTA,SW4 (2006-2015),30D (170 HP),30D,170,205,35,40,2700,343,440,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,C1,149400,149400,78300,19575,117800,58900,44820,44820,23490,5873,35340,17670,,,,,,,,,,,,463
AUTO / UTIL,TOYOTA,HILUX (2015-2020),24D (150 HP),24D,150,185,35,40,3300,380,450,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,C2,163800,163800,91500,22875,139500,69750,49140,49140,27450,6863,41850,20925,653,x,,,,,,,,,,464
AUTO / UTIL,TOYOTA,HILUX (2021+),24D GEN3 (150 HP),24D GEN3,150,185,35,40,3300,380,450,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,C3,186900,186900,117800,29450,163800,81900,56070,56070,35340,8835,49140,24570,,,,,,,hilux24gen3-1,hilux24gen3-2,hilux24gen3-3,,,465
AUTO / UTIL,TOYOTA,HILUX (2015-2020),28D (177 HP),28D,177,210,40,42,3400,450,490,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,C2,163800,163800,91500,22875,139500,69750,49140,49140,27450,6863,41850,20925,653,x,,,,,hilux28gen2-1,hilux28gen2-2,hilux28gen2-3,hilux28gen2-4,,466
AUTO / UTIL,TOYOTA,HILUX (2015-2020),40L V6 (238 HP),40L V6,238,262,24,28,3700,376,406,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,A5,250000,271100,105300,26325,,,75000,81330,31590,7898,0,0,,,,,,,,,,,,467
AUTO / UTIL,TOYOTA,SW4 (2015-2020),28D (177 HP),28D,177,210,40,42,3400,450,490,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,C2,163800,163800,91500,22875,139500,69750,49140,49140,27450,6863,41850,20925,,,,,,,sw4gen2-1,sw4gen2-2,sw4gen2-3,sw4gen2-4,,468
AUTO / UTIL,TOYOTA,HILUX (2021+),28D GEN3 (204 HP),28D GEN3,204,240,36,40,3300,500,560,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,C3,186900,186900,117800,29450,163800,81900,56070,56070,35340,8835,49140,24570,653,x,,,,,hilux28gen3-1,hilux28gen3-2,hilux28gen3-3,hilux28gen3-4,,469
AUTO / UTIL,TOYOTA,SW4 (2021+),28D GEN3 (204 HP),28D GEN3,204,240,36,40,3300,500,560,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,C3,186900,186900,117800,29450,163800,81900,56070,56070,35340,8835,49140,24570,,,,,,,sw4gen3-1,sw4gen3-2,sw4gen3-3,,,470
AUTO / UTIL,TOYOTA,HILUX GR (2021+),28D GEN3 GR (224 HP),28D GEN3 GR,224,252,28,32,3300,550,600,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,C3,186900,186900,117800,29450,163800,81900,56070,56070,35340,8835,49140,24570,,,,,,,hiluxgr1,hiluxgr2,hiluxgr3,,,471
AUTO / UTIL,TOYOTA,SW4 GR (2021+),28D GEN3 GR (224 HP),28D GEN3 GR,224,252,28,32,3300,550,600,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,C3,186900,186900,117800,29450,163800,81900,56070,56070,35340,8835,49140,24570,,,,,,,sw4gr1,sw4gr2,sw4gr3,,,472
AUTO / UTIL,TOYOTA,GT86,2.0l (200 HP),2.0l,200,220,20,29,3100,200,220,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,A4,182900,205300,98000,24500,,,54870,61590,29400,7350,0,0,386,1054,,,,,,,,,,473
AUTO / UTIL,TOYOTA,COROLLA,18L (136 HP),18L,136,148,12,14,5000,173,194,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,A2,125000,144800,65100,16275,,,37500,43440,19530,4883,0,0,517,747,,,,,,,,,,474
AUTO / UTIL,TOYOTA,LAND CRUISER PRADO,40L V6 (272 HP),40L V6,272,290,18,20,5000,381,405,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,A4,182900,205300,98000,24500,,,54870,61590,29400,7350,0,0,,,,,,,,,,,,475
AUTO / UTIL,TOYOTA,LAND CRUISER VX200,4.5D4D (286 HP),4.5D4D,286,320,34,37,2400,650,750,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,C3,186900,186900,117800,29450,163800,81900,56070,56070,35340,8835,49140,24570,,,,,,,,,,,,476
AUTO / UTIL,TOYOTA,HIACE,2.8D GEN3  (163 HP),2.8D GEN3 ,163,192,29,31,2600,420,480,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,C3,186900,186900,117800,29450,163800,81900,56070,56070,35340,8835,49140,24570,BITBOX,,,,,,,,,,,477
AUTO / UTIL,TOYOTA,COROLLA,20L (170 HP),20L,170,184,14,14,5500,200,220,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,A4,182900,205300,98000,24500,,,54870,61590,29400,7350,0,0,,,,,,,,,,,,478
AUTO / UTIL,TOYOTA,COROLLA CROSS,20L (170 HP),20L,170,184,14,14,5500,200,220,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,A4,182900,205300,98000,24500,,,54870,61590,29400,7350,0,0,,,,,,,,,,,,479
AUTO / UTIL,VW,AMAROK,20TDI CR (122 HP),20TDI CR,122,155,33,47,3100,340,440,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,C1,149400,149400,78300,19575,117800,58900,44820,44820,23490,5873,35340,17670,459,1227 902,,,,,,,,,,480
AUTO / UTIL,VW,AMAROK,20TDI CR (140 HP),20TDI CR,140,185,45,47,3000,340,460,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,C2,163800,163800,91500,22875,139500,69750,49140,49140,27450,6863,41850,20925,449,1180 420,,,,,amarok140-1,amarok140-2,amarok140-3,,,481
AUTO / UTIL,VW,AMAROK,20TDI CR (163 HP),20TDI CR,163,195,32,43,3100,400,470,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,C1,149400,149400,78300,19575,117800,58900,44820,44820,23490,5873,35340,17670,459,1227 902,,,,,amarok163-1,amarok163-2,amarok163-4,,,482
AUTO / UTIL,VW,AMAROK,20TDI CR (180 HP),20TDI CR,180,212,32,43,3100,420,490,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,C2,163800,163800,91500,22875,139500,69750,49140,49140,27450,6863,41850,20925,449,1180 420,,,,,amarok180-1,amarok180-2,amarok180-3,,,483
AUTO / UTIL,VW,AMAROK,3.0TDI V6 (225 HP),3.0TDI V6,225,310,85,90,3100,550,647,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,C4,223100,223100,117800,29450,163800,81900,66930,66930,35340,8835,49140,24570,533,1247 739,,,,,v6-258-1,v6-258-2,v6-258-3,v6-258-4,,484
AUTO / UTIL,VW,AMAROK,3.0TDI V6 (258 HP),3.0TDI V6,258,311,53,,,580,652,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,C4,223100,223100,117800,29450,163800,81900,66930,66930,35340,8835,49140,24570,533,1247 739,,,,,v6-258-1,v6-258-2,v6-258-3,v6-258-4,,485
AUTO / UTIL,VW,BORA,2.0 (115 HP),2.0,115,129,14,15,5500,157,173,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,A2,125000,144800,65100,16275,,,37500,43440,19530,4883,0,0,38,186,,,,,,,,,,486
AUTO / UTIL,VW,BORA,1.9TDI (105 HP),1.9TDI,105,145,40,43,3200,240,340,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TD1,125000,125000,84200,21050,131600,65800,37500,37500,25260,6315,39480,19740,10,x,,,,,,,,,,487
AUTO / UTIL,VW,BORA,1.8T (180 HP),1.8T,180,215,35,56,4600,235,335,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TN1,197400,236900,78300,39150,,,59220,71070,23490,11745,0,0,39,53,,,,,,,,,,488
AUTO / UTIL,VW,GOLF MK4,1.6 (101 HP),1.6,101,111,10,10,5200,151,161,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,A1,107300,128300,58600,14650,,,32190,38490,17580,4395,0,0,x,186,,,,,,,,,,489
AUTO / UTIL,VW,GOLF MK4,2.0 (115 HP),2.0,115,129,14,15,5500,157,173,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,A2,125000,144800,65100,16275,,,37500,43440,19530,4883,0,0,38,186,,,,,,,,,,490
AUTO / UTIL,VW,GOLF MK4,1.8T (150 HP),1.8T,150,188,40,57,3900,210,305,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TN1,197400,236900,78300,39150,,,59220,71070,23490,11745,0,0,x,x,,,,,,,,,,491
AUTO / UTIL,VW,GOLF MK4,1.8T (180 HP),1.8T,180,215,35,56,4600,235,335,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TN1,197400,236900,78300,39150,,,59220,71070,23490,11745,0,0,39,53,,,,,,,,,,492
AUTO / UTIL,VW,GOLF MK4,1.9TDI (90 HP),1.9TDI,90,120,30,33,3200,210,280,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TD1,125000,125000,84200,21050,131600,65800,37500,37500,25260,6315,39480,19740,11,x,,,,,,,,,,493
AUTO / UTIL,VW,GOLF MK4,2.8L V6 (201 HP),2.8L V6,201,220,19,19,6000,270,292,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,A3,151300,172400,84900,21225,,,45390,51720,25470,6368,0,0,39,51,,,,,,,,,,494
AUTO / UTIL,VW,GOLF MK6,2.0TSI (211 HP),2.0TSI,211,265,54,93,4700,290,440,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TN2,223700,263200,91500,45750,,,67110,78960,27450,13725,0,0,203,128,,,,,,,,,,495
AUTO / UTIL,VW,GOLF MK7,1.4TSI EA211 (150 HP),1.4TSI EA211,150,175,25,39,3800,250,311,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,tn2,223700,263200,91500,45750,,,67110,78960,27450,13725,0,0,477,1323 725,,,,,golf14-1,golf14-2,golf14-3,golf14-4,,496
AUTO / UTIL,VW,GOLF MK7,16L 16V (110 HP),16L 16V,110,120,10,11,6200,150,163,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,A3,151300,172400,84900,21225,,,45390,51720,25470,6368,0,0,x,1039,,,,,,,,,,497
AUTO / UTIL,VW,GOLF MK7,2.0TSI MQB (230 HP),2.0TSI MQB,230,300,80,93,4400,348,474,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TN4,296100,339500,130900,65450,,,88830,101850,39270,19635,0,0,473,830,,,,,golfgti1,golfgti2,golfgti3,,,498
AUTO / UTIL,VW,NIVUS,1.0TSI (114 HP),1.0TSI,114,135,21,23,3800,200,230,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TN2,223700,263200,91500,45750,,,67110,78960,27450,13725,0,0,,,,,,,vwnivus1,vwnivus2,vwnivus3,,,499
AUTO / UTIL,VW,VENTO MK5,1.9TDI (105 HP),1.9TDI,105,145,40,43,3200,240,340,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TD1,125000,125000,84200,21050,131600,65800,37500,37500,25260,6315,39480,19740,10,x,,,,,,,,,,500
AUTO / UTIL,VW,VENTO MK5,2.0TDI PD (140 HP),2.0TDI PD,140,170,30,32,3600,320,410,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TD1,125000,125000,84200,21050,131600,65800,37500,37500,25260,6315,39480,19740,62,2,,,,,,,,,,501
AUTO / UTIL,VW,VENTO MK5,2.0TFSI (200 HP),2.0TFSI,200,250,50,53,4300,280,377,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TN2,223700,263200,91500,45750,,,67110,78960,27450,13725,0,0,93,64,,,,,,,,,,502
AUTO / UTIL,VW,VENTO MK5,2.5 (170 HP),2.5,170,185,15,20,6000,230,252,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,a3,151300,172400,84900,21225,,,45390,51720,25470,6368,0,0,120,x,,,,,,,,,,503
AUTO / UTIL,VW,VENTO MK5,2.0TSI (211 HP),2.0TSI,211,265,54,93,4700,290,440,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TN2,223700,263200,91500,45750,,,67110,78960,27450,13725,0,0,203,128,,,,,,,,,,504
AUTO / UTIL,VW,VENTO MK6,2.0TSI (211 HP),2.0TSI,211,265,54,93,4700,290,440,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TN2,223700,263200,91500,45750,,,67110,78960,27450,13725,0,0,203,128,,,,,,,,,,505
AUTO / UTIL,VW,VENTO MK6,2.0TDI CR (110 HP),2.0TDI CR,110,180,70,72,4100,255,380,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TD2,144100,144100,90800,22700,138200,69100,43230,43230,27240,6810,41460,20730,399,1166 269,,,,,,,,,,506
AUTO / UTIL,VW,VENTO MK6,2.0TDI CR (140 HP),2.0TDI CR,140,180,40,42,4100,321,380,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,td3,171100,171100,100000,25000,150700,75350,51330,51330,30000,7500,45210,22605,399,1165 269,,,,,,,,,,507
